Name,playerid,WAR27,WAR28,WAR29
Freddy Garcia,1077,4.8,4.0,3.1
Brandon Lyon,1312,1.5,0.7,0.8
Mike Cuellar,1002853,0.4,0.8,6.1
Dan Petry,1010246,0.4,0.1,0.3
Mel Stottlemyre,1012579,3.7,3.1,4.4
Brian Anderson,44,1.7,2.0,0.3
Jim Brower,313,0.0,0.4,0.3
Chad Qualls,2170,0.2,0.8,1.8
Esmil Rogers,6317,0.1,-0.2,0.0
Tom Griffin,1005054,-0.4,0.0,-0.6
Ricky Horton,1006036,-0.2,0.3,0.5
Mike Ignasiak,1006254,0.2,0.5,-0.2
Rollie Sheldon,1011855,0.3,1.9,0.7
Octavio Dotel,555,3.3,2.8,1.7
Jason Schmidt,1131,0.7,3.0,4.5
Bryce Florie,1004172,0.9,1.4,1.0
Steve Stone,1012573,2.4,0.9,1.7
Jerry Augustine,1000365,-0.5,0.3,-1.0
Storm Davis,1003080,0.5,1.4,0.1
Andy McGaffigan,1008497,1.1,2.7,1.9
Vern Ruhle,1011297,1.3,0.4,2.2
Bobby Jones,1039,1.8,1.8,1.3
Nick Masset,7267,1.2,0.9,0.3
Victor Santos,446,2.4,0.6,0.9
John Franco,874,1.1,1.3,1.3
Matt Albers,4300,0.1,0.1,-0.5
Brian Wilson,6485,2.2,2.5,0.2
Doug Bair,1000439,-0.7,2.0,0.6
Charlie Leibrandt,1007492,1.9,4.1,3.7
Keith Atherton,1000348,0.2,0.2,-0.2
Bruce Berenyi,1000864,4.3,3.0,2.5
Larry Christenson,1002215,1.7,4.2,1.3
Jimmy Jones,1006569,1.5,0.7,0.1
Francisco Cordero,1243,1.2,2.1,2.7
Joey Jay,1006373,0.8,3.4,0.7
Jerry Koosman,1007103,2.3,2.2,2.9
Curt Schilling,73,0.8,2.8,4.7
Kent Mercker,439,1.5,-0.3,0.9
Daisuke Matsuzaka,7775,2.7,0.3,2.1
Scott Bankhead,1000510,0.1,0.5,0.1
Wally Whitehurst,1013896,1.9,1.3,1.2
George Kontos,9486,0.5,-0.3,0.3
Sergio Romo,9817,1.2,2.0,1.0
Al Hrabosky,1006116,-0.6,0.8,0.3
Claude Osteen,1009878,3.8,1.9,5.5
Tom Seaver,1011708,5.6,7.3,5.1
Mike Stanton,1012421,0.7,0.3,1.8
Jae Seo,895,0.3,1.9,0.0
Don Carman,1001967,1.0,1.2,-1.3
Jim Coates,1002374,0.6,0.7,0.8
Jim Kern,1006868,3.6,2.4,2.0
Jim Maloney,1008039,4.5,2.9,2.3
Bob Shaw,1011819,1.7,2.2,3.3
Sidney Ponson,161,3.0,1.0,0.5
Jim Clancy,1002255,2.8,1.8,1.6
Ron Guidry,1005124,9.1,6.2,3.9
Jack Kralick,1007135,3.8,3.8,3.0
Allen Ripley,1010979,0.7,1.0,0.9
Mike Magnante,929,0.5,0.4,0.2
Pete Munro,1546,1.3,-0.5,1.1
Tony Watson,3132,0.6,0.6,1.3
Jake McGee,7550,2.5,1.1,-0.3
Ugueth Urbina,216,1.2,1.3,1.3
Craig Lefferts,1007476,0.3,0.8,-0.2
Al Fitzmorris,1004119,1.4,2.3,2.6
Danny Jackson,1006295,0.9,1.7,-0.5
Mike Proly,1010545,0.8,0.5,0.9
Bill Sampen,1011395,0.7,-1.0,-0.1
